Customer ID,Age,Salary,Total Spent,Payment Method,Days Since Joined,Gender,First Name,Last Name,Email,IBAN,2-Clusters Group,3-Clusters Group,4-Clusters Group,5-Clusters Group,6-Clusters Group,7-Clusters Group,8-Clusters Group,9-Clusters Group
11315,32,59584,343, Debit Card,611,M,William,Aguirre,aguirre_w3177@yahoo.com,GB41LZLB50503130218552,2,2,2,3,3,3,4,4
11305,37,62203,688, Debit Card,620,M,Marcus,Johnson,m.johnson9896@hotmail.com,GB02OHUI54237635019947,2,2,2,3,3,3,4,4
11304,31,67801,705, Debit Card,621,F,Mikayla,Hahn,hahn6483mikayla7065@gmail.com,GB65HNGS72650881303676,2,2,2,3,3,3,4,4
11293,35,62279,1592, Credit Card,634,M,David,Smith,d274smith@hotmail.com,GB23PQST63988994267545,2,2,2,3,3,3,4,4
11292,36,88049,1599,Cash,634,F,Melinda,Miranda,melindamiranda@hotmail.com,GB11WZGQ38728544631226,2,2,2,3,3,3,4,4
11289,37,76255,1024, Debit Card,636,M,Miguel,Perry,perry7731m7351@yahoo.com,GB61NYQG86629814150425,2,2,2,3,3,3,4,4
11287,35,92017,966, Debit Card,641,F,Alexandra,Boone,a_boone@hotmail.com,GB60FFVT42444988987189,2,2,2,3,3,3,4,4
11280,36,124984,1571, Debit Card,655,M,Charles,Bowers,bowers6625charles4693@hotmail.com,GB32UMYS48302166837188,2,2,2,3,3,3,4,4
11273,37,102795,858, Debit Card,662,M,Robert,Moss,moss.robert@gmail.com,GB09EFEV23529800246334,2,2,2,3,3,3,4,4
11154,34,74315,1670, Credit Card,799,F,Jenna,Hall,jennahall@gmail.com,GB15MBJQ02807829670552,2,2,2,3,3,3,4,4
11368,36,55842,465, Debit Card,545,M,Jordan,Rogers,rogers.j7168@yahoo.com,GB10NJVC01533893532381,2,2,2,3,3,3,4,4
11850,38,105566,177, Debit Card,20,M,Jordan,Walker,j_walker@yahoo.com,GB16VCWK86373590185013,2,2,2,3,3,3,4,4
10325,47,63032,821, Debit Card,1977,M,Albert,Turner,turner.albert@yahoo.com,GB82ZYHE55074035898806,2,2,2,3,3,3,4,4
10176,42,75756,1932, Debit Card,3405,M,Michael,Taylor,taylor_m2142@hotmail.com,GB35QDRW60014592326695,2,2,2,3,3,3,4,4
10341,31,46785,1159,Cash,1842,F,Shannon,Harding,harding19shannon6572@yahoo.com,GB46FMOA80406428531157,2,2,2,3,3,3,4,4
10454,49,64565,824, Debit Card,1688,F,Evelyn,Cortez,cortez2339e@yahoo.com,GB83IQWZ96816909261069,2,2,2,3,3,3,4,4
10354,34,58983,1607, Debit Card,1820,F,Renee,Phelps,phelps6157r11@hotmail.com,GB98VAKM48022242791814,2,2,2,3,3,3,4,4
10550,36,54191,573, Debit Card,1556,M,Matthew,Garcia,m_garcia@hotmail.com,GB91AMSR69926950951717,2,2,2,3,3,3,4,4
10232,48,64864,1146, Debit Card,2861,M,Thomas,Ayers,ayers3885thomas4097@hotmail.com,GB07DAOF55251167714670,2,2,2,3,3,3,4,4
10240,45,59698,942, Debit Card,2791,F,Carla,Evans,evans.c7714@gmail.com,GB69LGNW45051776759393,2,2,2,3,3,3,4,4
11352,35,56990,642, Debit Card,564,M,Christopher,Allen,allenchristopher7590@gmail.com,GB52GDNH51329470638386,2,2,2,3,3,3,4,4
11763,39,109346,1387, Debit Card,111,F,Kimberly,Williams,kimberlywilliams7287@gmail.com,GB98KMXA60772459231352,2,2,2,3,3,3,4,4
11708,34,72720,344, Debit Card,175,F,Alexandra,Terry,terry_a6365@yahoo.com,GB08OZBC68812230794566,2,2,2,3,3,3,4,4
11768,35,117240,355, Debit Card,107,F,Mary,Monroe,mary3581monroe2158@gmail.com,GB47YCET69956692162664,2,2,2,3,3,3,4,4
10630,25,62296,1012,Cash,1458,M,William,Mccann,william_mccann523@yahoo.com,GB59QGXG63931653263039,2,2,2,3,3,3,4,4
11116,34,55245,1019,Cash,842,M,Cory,Casey,casey631c3056@gmail.com,GB87BJJR71490786234493,2,2,2,3,3,3,4,4
11100,36,106986,1962, Credit Card,858,M,Francisco,Morgan,f_morgan4741@gmail.com,GB63CQVN73548346227597,2,2,2,3,3,3,4,4
10659,32,57644,761, Debit Card,1420,M,Jerry,Mckinney,mckinney_jerry8309@gmail.com,GB16CFRF95615449669844,2,2,2,3,3,3,4,4
11086,36,66335,1960, Debit Card,872,M,Juan,Rodriguez,juan.rodriguez@hotmail.com,GB35RXZF22014402203364,2,2,2,3,3,3,4,4
11067,36,76508,1626, Debit Card,892,F,Elaine,Russell,e5808russell9523@gmail.com,GB56IRFX85268524530823,2,2,2,3,3,3,4,4
11066,27,49544,420, Debit Card,893,M,Brandon,Kirk,bkirk@gmail.com,GB51OKXF28927949074560,2,2,2,3,3,3,4,4
11058,27,52549,480, Debit Card,900,F,Robin,Dean,robin6082dean@gmail.com,GB90XLEX63646919195537,2,2,2,3,3,3,4,4
10696,34,62178,718, Debit Card,1362,M,Richard,Erickson,r.erickson@hotmail.com,GB36LIGO73372428584022,2,2,2,3,3,3,4,4
11010,34,102655,1704, Debit Card,952,M,David,Weaver,weaver.d9082@hotmail.com,GB88DXNP35829623819995,2,2,2,3,3,3,4,4
11029,28,65611,1243, Credit Card,927,M,Scott,Frost,scott_frost8319@yahoo.com,GB33OQFS41107163303358,2,2,2,3,3,3,4,4
11152,33,64268,644, Debit Card,801,M,Mr.,Matthew Jackson,jackson.matthew.mr.@yahoo.com,GB25VNEN61656726821424,2,2,2,3,3,3,4,4
10936,34,93208,2655, Debit Card,1046,M,David,Olson,d.olson@gmail.com,GB52NWHV63469321992116,2,2,2,3,3,3,4,4
11120,34,61276,1227, Debit Card,839,M,Michael,Eaton,michael_eaton@hotmail.com,GB22FPTQ53411682493931,2,2,2,3,3,3,4,4
10741,27,54291,842, Debit Card,1302,F,Danielle,Young,young_d@hotmail.com,GB11MVKE19546784786133,2,2,2,3,3,3,4,4
10931,32,101366,2506, Credit Card,1049,M,Juan,Allen,allen_juan@hotmail.com,GB95NKGH93394040512874,2,2,2,3,3,3,4,4
10930,33,98171,2372, Debit Card,1049,M,Wesley,Luna,luna.wesley@hotmail.com,GB40PMUA20990355372591,2,2,2,3,3,3,4,4
10928,28,51188,513, Debit Card,1052,F,Brandi,Cobb,cobb.brandi@yahoo.com,GB39IWRP39004825501794,2,2,2,3,3,3,4,4
10927,30,64199,926, Debit Card,1054,F,Leslie,Thompson,thompson.leslie3214@hotmail.com,GB92IFNJ49906920160144,2,2,2,3,3,3,4,4
10919,31,66799,1155, Debit Card,1070,F,Andrea,Lee,lee_a822@yahoo.com,GB17LTBB34046086734789,2,2,2,3,3,3,4,4
10760,41,61129,721, Debit Card,1270,F,Destiny,Ferguson,destiny_ferguson@hotmail.com,GB37TMUB87824290600031,2,2,2,3,3,3,4,4
10938,32,114792,1794, Credit Card,1044,M,Richard,Sharp,r6328sharp@yahoo.com,GB08RGFX20110422312234,2,2,2,3,3,3,4,4
10766,31,56394,625, Debit Card,1267,M,Spencer,Mays,mays.spencer@hotmail.com,GB53HYEP88255859961567,2,2,2,3,3,3,4,4
10777,31,59526,733, Debit Card,1251,M,Samuel,Griffith,samuelgriffith4511@hotmail.com,GB65MBTW53767159232236,2,2,2,3,3,3,4,4
10778,36,63459,611, Debit Card,1249,M,Roberto,Brown,brown.r2348@hotmail.com,GB97XGGG40993529661921,2,2,2,3,3,3,4,4
10858,50,73976,891,Cash,1151,F,Megan,Dean,m.dean7589@yahoo.com,GB47PXLR72255484481715,2,2,2,3,3,3,4,4
10845,54,79966,1279, Debit Card,1162,F,Lauren,Hooper,l_hooper@hotmail.com,GB66ABCR86908827779711,2,2,2,3,3,3,4,4
10791,32,68200,977,Cash,1233,F,Cynthia,Dominguez,c3227dominguez4230@yahoo.com,GB57WOBB80327469507719,2,2,2,3,3,3,4,4
10932,36,72445,1825, Credit Card,1047,F,Veronica,Savage DVM,savagedvm95v2811@gmail.com,GB78MNXA78854185717859,2,2,2,3,3,3,4,4
11121,31,63344,727, Debit Card,838,F,Stacie,Nelson,stacie.nelson@hotmail.com,GB41PMPW09343081689365,2,2,2,3,3,3,4,4
11122,31,68388,1165, Debit Card,837,M,Phillip,Howe,p.howe1005@yahoo.com,GB70FWHC50201790506355,2,2,2,3,3,3,4,4
11125,34,101965,971, Debit Card,832,M,Brandon,Bell,bell5381brandon@yahoo.com,GB74DJPI06603749863556,2,2,2,3,3,3,4,4
11765,34,84104,1229,Cash,109,M,Devin,Butler,butler2376d@yahoo.com,GB86BZQX64608755231062,2,2,2,3,3,3,4,4
11047,35,95728,1737, Credit Card,910,F,Tanya,Lopez,t7097lopez@gmail.com,GB16YGGC18101094228578,2,2,2,3,3,3,4,4
11055,35,58591,369, Debit Card,902,M,Paul,Shelton,shelton9773p@yahoo.com,GB68ICBU07628555082016,2,2,2,3,3,3,4,4
11054,41,56904,489, Debit Card,903,M,Michael,Finley,michael.finley5091@hotmail.com,GB38RRZG01509004412836,2,2,2,3,3,3,4,4
10675,29,58766,955, Debit Card,1407,F,Pamela,Wright,pamelawright5029@yahoo.com,GB19EQQC16133623644174,2,2,2,3,3,3,4,4
11033,33,74186,1000, Debit Card,924,M,Michael,Bradshaw,m3681bradshaw627@yahoo.com,GB79XOGH01042125575237,2,2,2,3,3,3,4,4
11830,36,86888,284, Debit Card,43,F,Kathleen,Young,kathleen.young6143@gmail.com,GB45GZNY64705061747625,2,2,2,3,3,3,4,4
10695,35,59084,615, Debit Card,1364,F,Emily,Turner,turner2146e7759@yahoo.com,GB46XNCV57169649458518,2,2,2,3,3,3,4,4
10683,31,56696,685, Debit Card,1391,F,Kaitlin,Lara,lara_k4612@gmail.com,GB10MYJV59795635468008,2,2,2,3,3,3,4,4
11835,35,96498,636, Debit Card,39,M,Joseph,Taylor,joseph229taylor203@yahoo.com,GB21LDBI09932756590157,2,2,2,3,3,3,4,4
11051,35,83825,1210, Debit Card,907,M,Luis,Webster,luis_webster@hotmail.com,GB26DNCU37916214139569,2,2,2,3,3,3,4,4
11050,23,53649,598, Debit Card,907,F,Monica,Garcia,garcia.monica4648@yahoo.com,GB24MQBT31667856075229,2,2,2,3,3,3,4,4
10684,36,64112,733, Debit Card,1391,M,Anthony,Smith,asmith@gmail.com,GB53RQOS30988783273052,2,2,2,3,3,3,4,4
11048,28,60268,671, Debit Card,910,F,Anne,Vasquez,anne5845vasquez@hotmail.com,GB19WUYL07267476908823,2,2,2,3,3,3,4,4
11041,29,52014,388, Debit Card,915,M,Thomas,Aguilar,thomas_aguilar@gmail.com,GB27SQHK71500620581144,2,2,2,3,3,3,4,4
11046,32,74049,1641,Cash,911,F,Amber,Morrison,morrison_a1266@gmail.com,GB78LKLQ76023424850285,2,2,2,3,3,3,4,4
11052,36,57005,1094, Debit Card,906,M,Joshua,Gross,grossj@hotmail.com,GB92FKNX47672546646713,2,2,2,3,3,3,4,4
10818,34,62169,624, Debit Card,1197,M,Ernest,Coleman MD,ernest_coleman_md8615@hotmail.com,GB68LSWO19219434692124,2,2,2,3,3,3,4,4
11080,32,70278,1362, Debit Card,880,F,Leah,Best,lbest@gmail.com,GB82AHGP07116453240924,2,2,2,3,3,3,4,4
11063,34,80772,1422, Debit Card,896,F,Janice,Price,j.price@yahoo.com,GB12WTFN35096487498097,2,2,2,3,3,3,4,4
11143,34,68562,862, Debit Card,809,F,Brittany,Olsen,olsen5773b@yahoo.com,GB25FYZY64063113455390,2,2,2,3,3,3,4,4
11142,35,44939,1790, Credit Card,815,M,Tom,Francis,t2092francis@gmail.com,GB02RNMA86817480526100,2,2,2,3,3,3,4,4
10584,34,57942,708, Debit Card,1513,M,Brendan,Estrada,brendan.estrada7306@hotmail.com,GB94JBDV10896649162125,2,2,2,3,3,3,4,4
10596,32,60742,820,Cash,1501,F,Amy,Thomas,thomas_a@hotmail.com,GB08DNUI40047780872491,2,2,2,3,3,3,4,4
11139,29,58065,538, Debit Card,816,F,Joan,Pittman,joan_pittman@hotmail.com,GB66LNYN67395701996847,2,2,2,3,3,3,4,4
11133,39,71123,923,Cash,823,M,Tyler,Roberts,tyler1584roberts@hotmail.com,GB44YAGW51292639239221,2,2,2,3,3,3,4,4
11132,36,66714,884, Debit Card,824,F,Abigail,Carlson,abigail.carlson@yahoo.com,GB54YUUA62025229512752,2,2,2,3,3,3,4,4
11128,37,59416,599, Debit Card,830,M,Stanley,Salinas,salinas.stanley8284@hotmail.com,GB36YELN82180531417592,2,2,2,3,3,3,4,4
10614,30,53596,708, Debit Card,1469,F,Judith,Mendoza,mendozaj4372@hotmail.com,GB75HYOR58396763230497,2,2,2,3,3,3,4,4
10801,31,60526,892, Debit Card,1217,M,Michael,Knight,knight.m@yahoo.com,GB12WPJP00066205569399,2,2,2,3,3,3,4,4
10806,28,57722,774, Debit Card,1212,M,Eric,Young,ericyoung@yahoo.com,GB51VDPO56410418281843,2,2,2,3,3,3,4,4
11146,36,91286,2170, Credit Card,807,F,Carrie,Miller,millerc@hotmail.com,GB96AUBH39429952688282,2,2,2,3,3,3,4,4
10817,21,63591,1263, Debit Card,1200,F,Mrs.,Lauren George,george_lauren_mrs.7932@yahoo.com,GB19FAHI96211931167719,2,2,2,3,3,3,4,4
11615,35,57785,589, Debit Card,277,F,Connie,Giles,giles_connie6340@hotmail.com,GB66CLMR22266351141203,2,2,2,3,3,3,4,4
11610,49,70375,567, Debit Card,280,F,Jamie,Reyes,reyes_jamie@yahoo.com,GB96XPQJ82966215527393,2,2,2,3,3,3,4,4
11602,33,81315,738, Debit Card,293,F,Brittany,Moore,b.moore6034@gmail.com,GB19NSBC49992095663559,2,2,2,3,3,3,4,4
11601,39,101891,1488,Cash,295,M,Jared,Lopez,lopez1332jared@hotmail.com,GB24BBKZ00748367151831,2,2,2,3,3,3,4,4
11583,34,59158,510, Debit Card,306,F,Alison,West,west4951a@gmail.com,GB21LXWR04357422458567,2,2,2,3,3,3,4,4
11564,19,56939,618, Debit Card,325,M,Christopher,Torres,ctorres2985@gmail.com,GB45KQVM48784761010658,2,2,2,3,3,3,4,4
11560,35,65623,537, Debit Card,327,F,Veronica,Glass,glass8855veronica2573@hotmail.com,GB31DORN98628439947023,2,2,2,3,3,3,4,4
11821,38,74110,319, Debit Card,57,F,Lisa,Gray,gray.l@gmail.com,GB68XUYV97702536698927,2,2,2,3,3,3,4,4
11546,36,96677,1711, Debit Card,344,M,Stephen,Jefferson,stephenjefferson1937@hotmail.com,GB18ZUAY56831720529873,2,2,2,3,3,3,4,4
11539,39,83850,1704, Credit Card,351,F,Colleen,Ward,ward.colleen@hotmail.com,GB45FQZA09529182114488,2,2,2,3,3,3,4,4
11618,33,58646,588, Debit Card,273,M,Michael,Carter,michaelcarter@gmail.com,GB02CSCH25978882091189,2,2,2,3,3,3,4,4
11515,33,35891,1509, Debit Card,380,F,Laura,Wong,wong.laura@yahoo.com,GB16GIIL69842393465187,2,2,2,3,3,3,4,4
11512,33,54967,648, Debit Card,385,F,Jane,Melton,melton_j1600@gmail.com,GB18QPDW59272028884752,2,2,2,3,3,3,4,4
11804,36,72891,262, Debit Card,73,F,Kimberly,Medina DDS,dds847medina847kimberly4311@hotmail.com,GB51IRYM24310529226255,2,2,2,3,3,3,4,4
11511,33,92090,1118, Debit Card,386,M,David,Sharp,sharp6722d1600@hotmail.com,GB96FPVJ22461639587462,2,2,2,3,3,3,4,4
11503,34,80410,817, Debit Card,398,M,William,Davis,w.davis@hotmail.com,GB48OCAQ16027612668592,2,2,2,3,3,3,4,4
11486,33,77557,707,Cash,416,F,Natalie,Smith,smithnatalie@yahoo.com,GB55TINE70282012333212,2,2,2,3,3,3,4,4
11483,35,111021,1619, Credit Card,419,F,Regina,Valentine,valentineregina@gmail.com,GB08ZTSP26868098577870,2,2,2,3,3,3,4,4
11481,35,110382,1308, Debit Card,421,M,Sean,Romero II,seanromeroii@gmail.com,GB53UAKZ66976120221482,2,2,2,3,3,3,4,4
11474,32,68251,571, Debit Card,434,F,Mallory,Mccann,mccannmallory8479@yahoo.com,GB88QKHW26214524478159,2,2,2,3,3,3,4,4
11465,37,96083,656, Debit Card,440,M,Anthony,Walker,a7054walker@gmail.com,GB82YSRD14491608890065,2,2,2,3,3,3,4,4
11463,35,65903,740, Debit Card,441,M,Ronald,Cook,cookr6348@hotmail.com,GB91JCGA24966723970314,2,2,2,3,3,3,4,4
11449,34,83117,719, Debit Card,456,M,Willie,Barr,willie_barr@yahoo.com,GB32QZFA38661960322445,2,2,2,3,3,3,4,4
11513,34,84457,1210, Debit Card,382,F,Lisa,Huynh,lisahuynh4513@yahoo.com,GB16HBQX23236068328668,2,2,2,3,3,3,4,4
11447,28,63519,538, Debit Card,457,F,Traci,Simpson,simpsont@hotmail.com,GB27KKIU11177220472592,2,2,2,3,3,3,4,4
11624,35,96510,1038, Debit Card,268,M,Robert,Stevens,stevensr@yahoo.com,GB29IQZM74793531573877,2,2,2,3,3,3,4,4
10809,29,61360,877, Debit Card,1208,M,Ethan,Knight,knightethan@yahoo.com,GB39BDRB83825608159898,2,2,2,3,3,3,4,4
11627,36,95396,1630, Debit Card,266,F,Meghan,Turner,turner9581m@yahoo.com,GB84AQQA20475220646820,2,2,2,3,3,3,4,4
11508,38,102865,2083, Credit Card,388,F,Dr.,Sydney Baker DDS,dds_baker_sydney_dr.@hotmail.com,GB70XYEW27816615385358,2,2,2,3,3,3,4,4
11617,19,54773,471, Debit Card,275,F,Sharon,Nguyen,nguyens2213@yahoo.com,GB61YYKY25300415334972,2,2,2,3,3,3,4,4
11484,34,68928,936,Cash,418,M,Jerome,Jackson,jeromejackson@yahoo.com,GB61OUEP28471593842856,2,2,2,3,3,3,4,4
11232,35,53431,937, Debit Card,710,F,Melissa,Decker,m9359decker3051@hotmail.com,GB39GHBD61337778963327,2,2,2,3,3,3,4,4
10821,46,69139,912, Debit Card,1195,M,Zachary,Bell DVM,zachary_bell_dvm611@yahoo.com,GB74UVYE58967827640798,2,2,2,3,3,3,4,4
10774,29,55737,724, Debit Card,1256,M,Mike,Cross,mike.cross@hotmail.com,GB06UBEV45387644570221,2,2,2,3,3,3,4,4
11157,36,69869,1133,Cash,794,M,Tyrone,Martinez,t_martinez@hotmail.com,GB03OCGF73034758112690,2,2,2,3,3,3,4,4
11031,38,80460,2550, Credit Card,926,F,Jane,Noble,j.noble6280@gmail.com,GB53GPMQ63478991870031,2,2,2,3,3,3,4,4
10948,34,99761,2476, Debit Card,1031,M,Randy,Fowler,fowler4744randy6658@hotmail.com,GB10RCZN08216414942854,2,2,2,3,3,3,4,4
10716,35,56041,671, Debit Card,1330,F,Mary,Williams,marywilliams@yahoo.com,GB25ETXR49080539561570,2,2,2,3,3,3,4,4
11025,35,94435,1882, Credit Card,928,M,Dr.,Allen Williams,williamsallendr.@yahoo.com,GB19FFXU49056533037057,2,2,2,3,3,3,4,4
11019,31,30376,1703, Credit Card,941,M,Bradley,Smith,smith2650b@gmail.com,GB24EAUM74377559848371,2,2,2,3,3,3,4,4
11013,30,44446,1046, Debit Card,949,M,William,Dean,dean2998william@yahoo.com,GB80JFAE83622039080096,2,2,2,3,3,3,4,4
10699,40,63623,772, Debit Card,1357,F,Mrs.,Amber Smith DDS,mrs._amber_smith_dds@yahoo.com,GB54QJQA77453475986834,2,2,2,3,3,3,4,4
11009,34,53905,1449, Debit Card,954,M,Patrick,Rice,p3684rice7233@hotmail.com,GB96NFXT41590796289449,2,2,2,3,3,3,4,4
10702,26,54771,892, Debit Card,1355,M,Michael,Hale,michaelhale@hotmail.com,GB70FZII28114289168564,2,2,2,3,3,3,4,4
11008,35,108464,2235, Debit Card,955,F,Gina,Byrd,gina2026byrd@yahoo.com,GB68MIJT21463783971028,2,2,2,3,3,3,4,4
11000,32,91577,1152, Debit Card,962,F,Mrs.,Emily Lopez,lopez6025emily6025mrs.@hotmail.com,GB80SLEB33258001816883,2,2,2,3,3,3,4,4
10996,30,57294,1057, Debit Card,968,M,Gregory,Ayala,gregory3595ayala235@hotmail.com,GB89PVBQ26648560335709,2,2,2,3,3,3,4,4
11015,33,64364,724, Debit Card,944,M,Adam,Wolf,wolfadam1558@gmail.com,GB82TFJT02112924217383,2,2,2,3,3,3,4,4
10991,31,68249,1709, Credit Card,973,F,Amanda,Blevins,a.blevins@gmail.com,GB63RWIC71241455296062,2,2,2,3,3,3,4,4
10953,34,31428,1849, Debit Card,1023,F,Margaret,Rivera,margaret.rivera7974@yahoo.com,GB58EYVU45678996788373,2,2,2,3,3,3,4,4
10949,32,59428,1337, Credit Card,1031,F,Denise,Martin,d_martin418@hotmail.com,GB93SESJ86623381672514,2,2,2,3,3,3,4,4
10707,29,52519,708, Debit Card,1344,F,Melissa,Page,page_m@gmail.com,GB98QBXZ40582991508650,2,2,2,3,3,3,4,4
11153,35,93663,1382, Debit Card,800,F,Elizabeth,Hanna,hannaelizabeth@yahoo.com,GB32MIFW71743160797698,2,2,2,3,3,3,4,4
10956,33,38315,1379, Debit Card,1019,M,Jeffrey,Osborne,j_osborne@gmail.com,GB13WHBU85945123310549,2,2,2,3,3,3,4,4
10958,32,50206,2059, Credit Card,1016,M,Scott,Smith,smith_scott@hotmail.com,GB69WVLY63874361436568,2,2,2,3,3,3,4,4
10962,36,76327,2255, Debit Card,1013,F,Amy,Shepherd,shepherdamy6667@gmail.com,GB93WFJS54868834339070,2,2,2,3,3,3,4,4
10972,34,82013,1322,Cash,995,F,Krista,Nunez,nunezk@yahoo.com,GB35DAJU61733876579201,2,2,2,3,3,3,4,4
10967,34,48582,937, Debit Card,1000,M,Colin,Fleming,fleming1824c@gmail.com,GB91QFHG56339703300035,2,2,2,3,3,3,4,4
10977,34,91266,938, Debit Card,991,M,Jonathon,Anderson,jonathon_anderson4946@gmail.com,GB36SZXD80894291746675,2,2,2,3,3,3,4,4
10980,36,81779,1605, Debit Card,989,F,Lauren,Singh,l.singh4618@hotmail.com,GB92RYHX57970079075513,2,2,2,3,3,3,4,4
10987,35,58069,363, Debit Card,979,F,Olivia,Solis MD,solismd.o@yahoo.com,GB37HTZX63806836549503,2,2,2,3,3,3,4,4
10988,34,55109,2075, Credit Card,977,F,Denise,Chang,d697chang@yahoo.com,GB15OVZY90575636333984,2,2,2,3,3,3,4,4
10652,27,35753,249, Debit Card,1428,F,Lisa,Bradford,lbradford@yahoo.com,GB12IHWF56638120288034,2,3,3,4,4,4,5,5
11807,19,10118,118, Debit Card,72,M,Dale,Mckay,mckay_dale565@gmail.com,GB57OSGP63420488922237,2,3,3,4,4,5,6,6
10689,23,16627,314,Cash,1375,F,Charlotte,Price,price991c913@yahoo.com,GB47IALK70020900964174,2,3,3,4,4,5,6,7
10688,24,8588,69, Debit Card,1378,M,Brian,Brown,brown.brian@gmail.com,GB88SGAM17845250492499,2,3,3,4,4,5,6,6
10691,28,46050,493, Debit Card,1373,F,Jessica,Valdez,j_valdez@gmail.com,GB95LQIK63561360813180,2,3,3,4,4,4,5,5
11806,21,8844,54, Debit Card,72,M,William,Cannon,cannon.william@gmail.com,GB29IIOR53138906196612,2,3,3,4,4,5,6,6
11809,22,9679,57, Debit Card,69,M,Russell,Pierce,r4467pierce@yahoo.com,GB85BNJO84016689059969,2,3,3,4,4,5,6,6
10542,22,10831,120, Debit Card,1570,M,Joshua,Sullivan,j94sullivan@gmail.com,GB16XZOF55015431057939,2,3,3,4,4,5,6,6
10649,24,11223,54, Debit Card,1435,M,Steven,Peters,peters6639steven@yahoo.com,GB57ANNJ58755927805050,2,3,3,4,4,5,6,6
11802,11,51503,204,Cash,74,F,Patty,Conley,pattyconley@hotmail.com,GB03NQUX77344820487706,2,3,3,4,4,5,6,7
10650,32,50017,533, Debit Card,1434,M,Luis,Holmes,luis.holmes@yahoo.com,GB43NLBE15577129383850,2,3,3,4,4,4,5,5
10540,21,11605,130, Debit Card,1572,M,Dr.,Robert Fuller,robertfuller2908d9285@yahoo.com,GB19MBIT13703709791748,2,3,3,4,4,5,6,6
10543,27,40514,478, Debit Card,1569,M,Jeffrey,Lynn,lynn_jeffrey6881@hotmail.com,GB04VFMG84178895122597,2,3,3,4,4,4,5,5
10681,24,12941,76, Debit Card,1393,M,Aaron,Mccullough,mccullough6034a6777@gmail.com,GB04VBTH95814624098297,2,3,3,4,4,5,6,6
10544,21,10693,63, Debit Card,1566,M,Michael,Dixon,dixonmichael@gmail.com,GB78DSGZ69179352731065,2,3,3,4,4,5,6,6
11819,20,7259,104, Debit Card,62,F,Kara,Mcdowell,k.mcdowell7101@gmail.com,GB54CNLM60790218558160,2,3,3,4,4,5,6,6
10680,25,28991,185, Debit Card,1395,M,Anthony,Kim,anthony5332kim@hotmail.com,GB15YFVT67823200359178,2,3,3,4,4,4,5,5
10653,36,55125,456, Debit Card,1426,F,Stephanie,Vargas,stephanie.vargas7103@gmail.com,GB23WLQR42287365751896,2,3,3,4,4,4,5,5
10651,33,45552,270, Debit Card,1429,F,Amanda,Todd,todd.amanda@gmail.com,GB37BVRA37002068545075,2,3,3,4,4,4,5,5
10686,31,40181,265, Debit Card,1386,F,Emily,Welch,e_welch@hotmail.com,GB07QADR98620825933602,2,3,3,4,4,4,5,5
10527,26,46339,665,Cash,1590,M,Christian,Humphrey,humphrey469christian4315@yahoo.com,GB74WKLX92691748421260,2,3,3,4,4,5,6,7
10545,32,48035,456, Debit Card,1563,F,Gabrielle,Smith,smith5282gabrielle@hotmail.com,GB93PJXZ43782797278536,2,3,3,4,4,4,5,5
11828,30,29869,155, Debit Card,47,M,Robert,Parker,robert983parker7362@hotmail.com,GB34OXCJ01983691855659,2,3,3,4,4,4,5,5
10663,29,33044,163, Debit Card,1415,F,Elizabeth,Norman,e_norman1589@hotmail.com,GB67UXTN90759502256350,2,3,3,4,4,4,5,5
10795,21,9971,121, Debit Card,1225,M,Dakota,Ward,d.ward5486@gmail.com,GB11IHNK07579631751976,2,3,3,4,4,5,6,6
10796,31,50367,455, Debit Card,1224,M,Gerald,Davis,g_davis5308@yahoo.com,GB03JIGO33943395996591,2,3,3,4,4,4,5,5
10798,26,16502,76,Cash,1221,M,Anthony,Kennedy,kennedy970a8110@yahoo.com,GB22SPBU00564504908584,2,3,3,4,4,5,6,7
10799,18,8740,117, Debit Card,1220,M,Joseph,Chen,joseph7430chen3364@yahoo.com,GB08ONIP23897347552577,2,3,3,4,4,5,6,6
10618,29,15870,223, Debit Card,1467,M,John,Haynes,john_haynes7527@gmail.com,GB39YAXJ72679459156072,2,3,3,4,4,5,6,6
10800,26,35770,182,Cash,1219,F,Alexandra,Davidson,davidson_a7970@gmail.com,GB97ABDN83370747882743,2,3,3,4,4,5,6,7
10802,29,41648,269, Debit Card,1217,F,Kimberly,Washington,k.washington@yahoo.com,GB35JYBB84746169940753,2,3,3,4,4,4,5,5
11764,30,56034,132, Debit Card,111,M,Joshua,Adams,joshuaadams5552@hotmail.com,GB55VHJG66994742801157,2,3,3,4,4,4,5,5
11829,27,53715,119, Debit Card,47,M,Christopher,Galloway,cgalloway@yahoo.com,GB65ZFEZ02874750757275,2,3,3,4,4,4,5,5
10616,32,46247,379, Debit Card,1468,M,James,Harris,harrisjames2519@hotmail.com,GB37FABB23400317011608,2,3,3,4,4,4,5,5
10804,37,53265,438, Debit Card,1214,F,Nicole,Clark,clark3009n@hotmail.com,GB23SHED97884828409536,2,3,3,4,4,4,5,5
10267,26,44084,558, Debit Card,2482,F,Amy,Bates,bates_amy330@yahoo.com,GB73FNLB31760560277005,2,3,3,4,4,4,5,5
10808,23,15167,162, Debit Card,1209,M,Richard,Macias,r.macias9235@yahoo.com,GB28SLBN99305709167802,2,3,3,4,4,5,6,6
10827,22,13878,158,Cash,1187,M,Ryan,Tate,tate.r9860@yahoo.com,GB68QIOY36768679736518,2,3,3,4,4,5,6,7
